,topic1,topic2
851,0.51312643,0.48687363
852,0.15181662,0.8481834
853,0.77662796,0.22337204
854,0.23438004,0.76561993
855,0.9135841,0.08641593
856,0.51312643,0.48687363
857,0.85543156,0.14456846
858,0.66450113,0.3354988
859,0.09031558,0.9096844
860,0.30028772,0.69971234
861,0.11443484,0.88556516
862,0.51312643,0.48687363
863,0.27953056,0.72046936
864,0.51312643,0.48687363
865,0.11257949,0.88742054
866,0.089435816,0.9105641
867,0.063244954,0.936755
868,0.51312643,0.48687363
869,0.23692909,0.76307094
870,0.55917084,0.4408292
871,0.8552421,0.14475796
872,0.23692855,0.7630714
873,0.49327666,0.5067233
874,0.51312643,0.48687363
875,0.12255694,0.877443
876,0.57275695,0.42724305
877,0.51312643,0.48687363
878,0.77762455,0.22237547
879,0.7147422,0.2852578
880,0.8891678,0.11083223
881,0.37912318,0.6208768
882,0.85591537,0.14408465
883,0.39365715,0.60634285
884,0.89327836,0.10672165
885,0.51312643,0.48687363
886,0.8834671,0.11653295
887,0.8934711,0.10652888
888,0.8931934,0.1068066
889,0.7775754,0.22242464
890,0.9148751,0.08512495
891,0.51312643,0.48687363
892,0.9375633,0.06243672
893,0.05828762,0.9417124
894,0.7776244,0.22237559
895,0.8553175,0.14468257
896,0.13161439,0.86838555
897,0.51312643,0.48687363
898,0.8525275,0.14747253
899,0.93967384,0.060326137
900,0.51312643,0.48687363
901,0.22485268,0.7751474
902,0.51312643,0.48687363
903,0.51312643,0.48687363
904,0.7776563,0.22234367
905,0.93305224,0.06694776
906,0.78009194,0.21990807
907,0.51312643,0.48687363
908,0.77694577,0.22305423
909,0.85471153,0.14528848
910,0.8927169,0.10728314
911,0.7776244,0.22237553
912,0.12263603,0.877364
913,0.51312643,0.48687363
914,0.1134078,0.8865922
915,0.51312643,0.48687363
916,0.09564679,0.9043532
917,0.51312643,0.48687363
918,0.77633476,0.22366524
919,0.91001636,0.08998364
920,0.87155706,0.12844297
921,0.77765644,0.22234361
922,0.913307,0.08669299
923,0.51312643,0.48687363
924,0.51312643,0.48687363
925,0.85544217,0.14455785
926,0.51312643,0.48687363
927,0.7757284,0.22427158
928,0.25595108,0.7440489
929,0.51312643,0.48687363
930,0.51312643,0.48687363
931,0.77723473,0.22276525
932,0.09275251,0.9072475
933,0.8558322,0.14416775
934,0.8558862,0.1441138
935,0.51312643,0.48687363
936,0.094711736,0.9052882
937,0.51312643,0.48687363
938,0.23415822,0.7658418
939,0.51312643,0.48687363
940,0.51312643,0.48687363
941,0.060073327,0.9399267
942,0.77779704,0.222203
943,0.92984074,0.07015926
944,0.91437733,0.08562269
945,0.89305305,0.106946945
946,0.106943004,0.893057
947,0.893053,0.10694702
948,0.9248825,0.07511755
949,0.777758,0.22224198
950,0.5134612,0.48653886
951,0.09940867,0.9005913
952,0.42315787,0.5768421
953,0.9209595,0.07904052
954,0.51312643,0.48687363
955,0.8931821,0.10681793
956,0.92638755,0.07361248
957,0.91519064,0.08480933
958,0.7757862,0.22421375
959,0.92353016,0.07646979
960,0.7772593,0.22274068
961,0.85569614,0.14430381
962,0.51312643,0.48687363
963,0.92781323,0.07218676
964,0.51312643,0.48687363
965,0.88794726,0.11205272
966,0.92978966,0.07021034
967,0.77671856,0.22328144
968,0.855196,0.14480402
969,0.9569498,0.043050256
970,0.89302784,0.10697216
971,0.85499644,0.14500354
972,0.51312643,0.48687363
973,0.7772362,0.22276378
974,0.8928341,0.10716589
975,0.51312643,0.48687363
976,0.85526067,0.14473934
977,0.93998754,0.060012456
978,0.51312643,0.48687363
979,0.8553198,0.14468022
980,0.92915183,0.07084812
981,0.8552537,0.14474635
982,0.15263727,0.84736276
983,0.893256,0.10674396
984,0.7757583,0.2242417
985,0.641796,0.35820404
986,0.7757805,0.22421947
987,0.8849396,0.11506043
988,0.51312643,0.48687363
989,0.8555866,0.14441344
990,0.9152903,0.084709674
991,0.888813,0.11118695
992,0.7775964,0.22240356
993,0.51312643,0.48687363
994,0.51312643,0.48687363
995,0.15361664,0.8463834
996,0.9473895,0.052610498
997,0.6551143,0.34488574
998,0.9296818,0.07031817
999,0.63412595,0.3658741
