,topic1,topic2,topic3,topic4,topic5
51,0.32022876,0.023929033,0.024289608001708984,0.02058788761496544,0.6109647154808044
52,0.058258176,0.058659766,0.05958876758813858,0.05050838738679886,0.7729849219322205
53,0.78701955,0.05866044,0.059589531272649765,0.050425995141267776,0.044304441660642624
54,0.843775,0.043074664,0.04372300207614899,0.03695683926343918,0.03247048705816269
55,0.4227194,0.05865998,0.0595889538526535,0.05055861175060272,0.40847304463386536
56,0.02783266,0.02813125,0.028529828414320946,0.894325852394104,0.021180409938097
57,0.05825677,0.058658365,0.059587303549051285,0.7791944742202759,0.04430308938026428
58,0.05825549,0.058861356,0.05958597734570503,0.050493091344833374,0.7728040218353271
59,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
60,0.5500862,0.028462136,0.02864578552544117,0.3716319501399994,0.02117389254271984
61,0.058266755,0.05866842,0.05959777161478996,0.7789809107780457,0.044486142694950104
62,0.42347407,0.033930443,0.03452414274215698,0.27169856429100037,0.23637278378009796
63,0.7868799,0.05866001,0.05969439819455147,0.050461526960134506,0.04430416598916054
64,0.8982127,0.028040625,0.028485264629125595,0.02409597672522068,0.02116546221077442
65,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
66,0.042699687,0.04299403,0.04367494583129883,0.8381207585334778,0.03251054510474205
67,0.09165752,0.09228935,0.09375103563070297,0.6525987386703491,0.06970334053039551
68,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
69,0.03370007,0.03450561,0.034469813108444214,0.029201438650488853,0.8681230545043945
70,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
71,0.26608497,0.028183626,0.028490373864769936,0.6560439467430115,0.021197089925408363
72,0.091657504,0.66555476,0.09375061839818954,0.07933399081230164,0.0697031170129776
73,0.42273346,0.05885963,0.423679918050766,0.05042407661676407,0.04430284723639488
74,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
75,0.091656625,0.66555697,0.09375008195638657,0.07933355122804642,0.06970275193452835
76,0.57658243,0.04299335,0.043674249202013016,0.3042227029800415,0.03252729773521423
77,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
78,0.058256317,0.42290464,0.4241122305393219,0.050423987209796906,0.04430278390645981
79,0.023705862,0.3203904,0.024247294291853905,0.6136287450790405,0.018027760088443756
80,0.57544017,0.04306094,0.044176578521728516,0.3048458397388458,0.03247645124793053
81,0.058256254,0.058657855,0.059586770832538605,0.7791963219642639,0.044302742928266525
82,0.023706043,0.40082693,0.024606365710496902,0.5328168272972107,0.018043825402855873
83,0.058258172,0.05865976,0.05958876013755798,0.05050666257739067,0.772986650466919
84,0.21978688,0.32491958,0.20675544440746307,0.23283863067626953,0.015699477866292
85,0.020644598,0.29356226,0.38600340485572815,0.28406083583831787,0.015728911384940147
86,0.2687691,0.033931743,0.24543675780296326,0.42623478174209595,0.025627626106142998
87,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
88,0.42271972,0.05865999,0.0595889650285244,0.050562597811222076,0.40846869349479675
89,0.09221509,0.6637431,0.09469198435544968,0.07964975386857986,0.06970003247261047
90,0.033701874,0.034385655,0.24543482065200806,0.02917054481804371,0.6573070883750916
91,0.37539548,0.028026883,0.028489097952842712,0.5469208359718323,0.021167654544115067
92,0.5370987,0.020929618,0.02111690491437912,0.4051545262336731,0.015700265765190125
93,0.027844256,0.5503108,0.028468161821365356,0.3722107708454132,0.02116597816348076
94,0.37595236,0.29237533,0.028517473489046097,0.024184081703424454,0.27897077798843384
95,0.03375192,0.29228428,0.4084729552268982,0.029167821630835533,0.23632307350635529
96,0.033982158,0.6658647,0.034561675041913986,0.23996378481388092,0.025627683848142624
97,0.09165208,0.09297216,0.09374528378248215,0.6518498063087463,0.06978069990873337
98,0.058255073,0.05865664,0.05958553031086922,0.7792007923126221,0.044301968067884445
99,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
100,0.058255702,0.7873851,0.05958620086312294,0.05047055333852768,0.044302381575107574
101,0.023710823,0.9134948,0.024247566238045692,0.02051885798573494,0.018027929589152336
102,0.03369962,0.24459767,0.24512876570224762,0.45094215869903564,0.025631774216890335
103,0.01640947,0.469182,0.3546701669692993,0.147255539894104,0.012482762336730957
104,0.7146736,0.028026685,0.21203242242336273,0.024099765345454216,0.02116752602159977
105,0.42271662,0.058704842,0.05958827584981918,0.4146866202354431,0.04430369287729263
106,0.042697843,0.042992182,0.04367302358150482,0.8381660580635071,0.03247086703777313
107,0.89764106,0.0285391,0.028489133343100548,0.024163411930203438,0.021167339757084846
108,0.7868912,0.05865688,0.05971631035208702,0.05043347552418709,0.044302117079496384
109,0.058256753,0.42297623,0.05973837524652481,0.41472557187080383,0.04430307447910309
110,0.016494578,0.68183446,0.27497097849845886,0.01421839464455843,0.012481635436415672
111,0.058356125,0.058761045,0.0595909059047699,0.7789868712425232,0.044305045157670975
112,0.042697243,0.55491024,0.3329506814479828,0.03697136417031288,0.0324704647064209
113,0.042699058,0.04397785,0.8438932299613953,0.0369582436978817,0.03247165307402611
114,0.09165187,0.09228366,0.6670349836349487,0.07932980358600616,0.06969967484474182
115,0.42224315,0.4229181,0.06008777394890785,0.05044832453131676,0.04430267587304115
116,0.45461622,0.0150271235,0.5061243176460266,0.012914406135678291,0.011317894794046879
117,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
118,0.042697247,0.5549032,0.3329577147960663,0.03697136789560318,0.0324704647064209
119,0.028601408,0.02805092,0.7239364385604858,0.19824516773223877,0.021166028454899788
120,0.03391844,0.03447061,0.8768083453178406,0.0291754100471735,0.025627192109823227
121,0.027831584,0.72124696,0.20566630363464355,0.024089748039841652,0.021165382117033005
122,0.28696564,0.024311544,0.650177001953125,0.020518295466899872,0.018027465790510178
123,0.30982706,0.57666403,0.04406322166323662,0.036974530667066574,0.03247114643454552
124,0.023710782,0.9134948,0.024247564375400543,0.02051885612308979,0.018027929589152336
125,0.0916586,0.09271005,0.09375213086605072,0.6520942449569702,0.0697849690914154
126,0.71377105,0.0280251,0.21291802823543549,0.024119310081005096,0.02116648107767105
127,0.058258947,0.4227481,0.4242623746395111,0.05042608454823494,0.044304512441158295
128,0.2442832,0.033993285,0.034468166530132294,0.6616206169128418,0.025634782388806343
129,0.058255065,0.058656637,0.05958552658557892,0.7792007923126221,0.04430196061730385
130,0.058256753,0.4229767,0.0597379133105278,0.41472554206848145,0.04430307447910309
131,0.28706768,0.024293244,0.6500926613807678,0.020518643781542778,0.018027758225798607
132,0.09165208,0.09301484,0.09374528378248215,0.6518044471740723,0.06978335976600647
133,0.058255065,0.058656637,0.05958552658557892,0.7792007923126221,0.04430196061730385
134,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
135,0.0427024,0.042996775,0.5790709853172302,0.3027559220790863,0.032473888248205185
136,0.042945076,0.043337975,0.3105032742023468,0.5707018375396729,0.032511841505765915
137,0.058255065,0.058656637,0.05958552658557892,0.7792007923126221,0.04430196061730385
138,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
139,0.05825557,0.78711736,0.059844620525836945,0.0504801906645298,0.044302280992269516
140,0.033698235,0.87701523,0.034484442323446274,0.02916763350367546,0.025634435936808586
141,0.03380408,0.8768448,0.034551799297332764,0.029172513633966446,0.02562672644853592
142,0.27543572,0.6617071,0.02430839277803898,0.020521439611911774,0.018027376383543015
143,0.042697497,0.3835598,0.04375206306576729,0.4975065588951111,0.03248409554362297
144,0.03380414,0.8768448,0.03455180674791336,0.029172515496611595,0.025626730173826218
145,0.422122,0.058667038,0.05959635227918625,0.41530588269233704,0.04430873692035675
146,0.042698916,0.042993262,0.577630341053009,0.30420592427253723,0.03247157111763954
147,0.058356076,0.05876101,0.059590909630060196,0.778986930847168,0.04430504888296127
148,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
149,0.422857,0.05865946,0.05958852916955948,0.4145911931991577,0.044303808361291885
150,0.27545953,0.6616833,0.024308394640684128,0.020521443337202072,0.018027380108833313
151,0.033720214,0.033945553,0.24553102254867554,0.45170125365257263,0.23510193824768066
152,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
153,0.058258325,0.058659937,0.4238331913948059,0.41494446992874146,0.04430410638451576
154,0.24960916,0.676573,0.028557846322655678,0.024094462394714355,0.02116559073328972
155,0.091652244,0.09228403,0.09374544769525528,0.652618408203125,0.06969991326332092
156,0.033749424,0.034040898,0.034552332013845444,0.8720305562019348,0.02562679909169674
157,0.42270273,0.422984,0.05958668515086174,0.05042388662695885,0.04430268704891205
158,0.058256753,0.42297658,0.05973803997039795,0.41472557187080383,0.04430307447910309
159,0.02372767,0.3447902,0.024318965151906013,0.5891357064247131,0.01802750676870346
160,0.058256947,0.05865858,0.05964718386530876,0.7791340351104736,0.044303201138973236
161,0.31008536,0.042995214,0.5774869322776794,0.03695966303348541,0.03247283026576042
162,0.042699028,0.84417826,0.043674275279045105,0.0369582325220108,0.03249023109674454
163,0.033698484,0.5606369,0.034950826317071915,0.3450467884540558,0.025666959583759308
164,0.058470316,0.059131376,0.7875488996505737,0.05054577812552452,0.04430365934967995
165,0.24471003,0.66601694,0.03447059541940689,0.029169704765081406,0.025632798671722412
166,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
167,0.042700164,0.8441661,0.04369060695171356,0.03696535527706146,0.032477784901857376
168,0.5647415,0.043085206,0.32273703813552856,0.03696174547076225,0.03247452527284622
169,0.05825966,0.058661167,0.05969252809882164,0.050426602363586426,0.7729600667953491
170,0.09165556,0.66538745,0.09387192875146866,0.07938306033611298,0.06970205903053284
171,0.04269977,0.8441724,0.043690506368875504,0.036965224891901016,0.03247213736176491
172,0.36437422,0.05866163,0.4821937680244446,0.05046520382165909,0.04430520161986351
173,0.33888873,0.21433896,0.40818971395492554,0.020554255694150925,0.018028320744633675
174,0.309899,0.043183185,0.31058478355407715,0.30383703112602234,0.032496027648448944
175,0.04269964,0.84401345,0.04377399757504463,0.037027765065431595,0.032485175877809525
176,0.3460526,0.6103337,0.016906356438994408,0.014219433069229126,0.012487906962633133
177,0.8435594,0.04328479,0.043718066066503525,0.036962512880563736,0.03247522562742233
178,0.20189263,0.7243021,0.02853222005069256,0.02410733513534069,0.021165726706385612
179,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
180,0.05842175,0.058661927,0.059591010212898254,0.7790198922157288,0.044305410236120224
181,0.034132343,0.034130204,0.8768410682678223,0.0292628426104784,0.025633586570620537
182,0.56584775,0.02393784,0.02429986745119095,0.36788660287857056,0.01802796870470047
183,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
184,0.5642152,0.042994123,0.3233015537261963,0.03701699525117874,0.03247213363647461
185,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
186,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
187,0.42304122,0.42249835,0.05969194695353508,0.05046302452683449,0.04430541768670082
188,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
189,0.7869923,0.058656823,0.059625640511512756,0.050423141568899155,0.0443020798265934
190,0.03369824,0.87701523,0.034484442323446274,0.02916763722896576,0.02563445083796978
191,0.02790469,0.50774705,0.4190812110900879,0.024099111557006836,0.02116796001791954
192,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
193,0.09165207,0.09297182,0.09374527633190155,0.651849627494812,0.06978118419647217
194,0.09165224,0.092284024,0.09374544024467468,0.652618408203125,0.06969990581274033
195,0.058257777,0.7873827,0.05958838388323784,0.050425153225660324,0.044345978647470474
196,0.09165208,0.09296146,0.09374528378248215,0.6518605947494507,0.06978058815002441
197,0.058255065,0.058656637,0.05958552658557892,0.7792007923126221,0.04430196061730385
198,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
199,0.04269963,0.84401315,0.04377399757504463,0.03702804073691368,0.032485172152519226
200,0.897992,0.028056536,0.028489038348197937,0.024295106530189514,0.021167272701859474
201,0.058335815,0.05865981,0.42416149377822876,0.41453883051872253,0.04430403187870979
202,0.0916529,0.66557,0.0937461331486702,0.07933062314987183,0.06970034539699554
203,0.09165207,0.09295858,0.09374527633190155,0.6518635153770447,0.06978058069944382
204,0.058255073,0.05865664,0.05958553031086922,0.7792007923126221,0.044301968067884445
205,0.091653414,0.66556823,0.09374668449163437,0.07933102548122406,0.06970067322254181
206,0.042698603,0.84415615,0.04370265081524849,0.03695789724588394,0.03248472511768341
207,0.03369857,0.87700164,0.034493573009967804,0.029171474277973175,0.025634679943323135
208,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
209,0.09166121,0.09289396,0.09375493228435516,0.6519842147827148,0.06970572471618652
210,0.092025064,0.09229704,0.09375927597284317,0.07934027165174484,0.6425783634185791
211,0.09165489,0.09228671,0.09374825656414032,0.07933219522237778,0.6429779529571533
212,0.027831709,0.69141406,0.2354278713464737,0.024151967838406563,0.02117440290749073
213,0.09165224,0.092284024,0.09374544024467468,0.652618408203125,0.06969990581274033
214,0.033700604,0.6430437,0.2684478163719177,0.02917945757508278,0.02562839910387993
215,0.09165207,0.09295826,0.09374527633190155,0.6518638730049133,0.06978056579828262
216,0.091652244,0.09228403,0.09374544769525528,0.652618408203125,0.06969991326332092
217,0.04269727,0.043070953,0.04367242008447647,0.8380791544914246,0.03248021751642227
218,0.09165335,0.6655684,0.0937466099858284,0.07933098077774048,0.06970063596963882
219,0.66479266,0.09228453,0.09389209002256393,0.07933047413825989,0.0697002187371254
220,0.03372409,0.03393158,0.03456543758511543,0.8721514344215393,0.025627516210079193
221,0.02384587,0.023971738,0.02424672059714794,0.7135365605354309,0.2143990695476532
222,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
223,0.033697322,0.03401497,0.03446692228317261,0.02922837994992733,0.8685924410820007
224,0.09165673,0.09228857,0.09375017136335373,0.6526016592979431,0.06970283389091492
225,0.023718534,0.91345006,0.024255653843283653,0.020543253049254417,0.01803247071802616
226,0.042901028,0.042995565,0.8446703553199768,0.03695997595787048,0.03247309848666191
227,0.468894,0.44160572,0.03454484045505524,0.029292786493897438,0.025662634521722794
228,0.020827644,0.020954091,0.021145174279808998,0.01790747605264187,0.9191656112670898
229,0.091652006,0.0922838,0.09374520927667618,0.07932992279529572,0.6429890394210815
230,0.7869582,0.058659732,0.059588756412267685,0.0504254475235939,0.044367849826812744
231,0.058257848,0.059111726,0.4236350953578949,0.4146400988101959,0.044355232268571854
232,0.04269766,0.8440862,0.0436728373169899,0.0370546393096447,0.032488614320755005
233,0.043011937,0.8437736,0.04367341473698616,0.03705211728811264,0.032488975673913956
234,0.058260195,0.7864586,0.06041799113154411,0.05055791884660721,0.044305332005023956
235,0.042698797,0.04333072,0.577613353729248,0.3038475513458252,0.03250956907868385
236,0.042698637,0.84408146,0.04367385059595108,0.037056814879179,0.03248925879597664
237,0.05825669,0.78716844,0.05958723649382591,0.05063806101679802,0.044349558651447296
238,0.042697474,0.043091033,0.04372212663292885,0.8380089402198792,0.03248041868209839
239,0.05825937,0.058820877,0.059590112417936325,0.7790248394012451,0.044304803013801575
240,0.09205542,0.6651611,0.09374883025884628,0.07933266460895538,0.06970200687646866
241,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
242,0.02086426,0.5386769,0.02119242399930954,0.017908120527863503,0.4013582468032837
243,0.05825546,0.058989536,0.05958594009280205,0.05067923292517662,0.7724897861480713
244,0.8439007,0.04299389,0.04367480054497719,0.036958642303943634,0.03247198835015297
245,0.03375007,0.033930853,0.034468211233615875,0.029167886823415756,0.8686829209327698
246,0.09165208,0.09295993,0.09374528378248215,0.6518620848655701,0.06978058815002441
247,0.033813365,0.033975955,0.0344684012234211,0.8720458745956421,0.02569638378918171
248,0.09165449,0.09235828,0.09374780207872391,0.6525380611419678,0.06970137357711792
249,0.058257855,0.059095252,0.4236346185207367,0.41465720534324646,0.044355105608701706
250,0.058575753,0.058980603,0.7876983880996704,0.05043411999940872,0.04431116580963135
251,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
252,0.6644104,0.09228371,0.09414210915565491,0.07946401834487915,0.0696997120976448
253,0.058432966,0.78707886,0.05958808213472366,0.050533607602119446,0.04436647519469261
254,0.058403056,0.786695,0.06003401055932045,0.05056564882397652,0.044302280992269516
255,0.7870116,0.05866275,0.0595918744802475,0.05042782053351402,0.0443059541285038
256,0.058315895,0.05865928,0.788296103477478,0.050425078719854355,0.04430368170142174
257,0.043014824,0.8435465,0.04396258667111397,0.037000954151153564,0.032475098967552185
258,0.09165792,0.6655525,0.093751460313797,0.07933451980352402,0.06970355659723282
259,0.78703225,0.058656808,0.059585705399513245,0.05042313039302826,0.0443020723760128
260,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
261,0.042698883,0.042993225,0.8448781967163086,0.03695811703801155,0.03247155249118805
262,0.05826017,0.42338857,0.4236188530921936,0.05042707547545433,0.04430532827973366
263,0.058315888,0.05865928,0.788296103477478,0.050425078719854355,0.04430368170142174
264,0.042703003,0.30954316,0.578318178653717,0.0369613878428936,0.032474271953105927
265,0.3098373,0.043234367,0.043673962354660034,0.570735514163971,0.032518818974494934
266,0.57703054,0.042996086,0.31053951382637024,0.03696039691567421,0.03247343748807907
267,0.7351819,0.22089672,0.017237432301044464,0.014201914891600609,0.012481979094445705
268,0.7868272,0.05865649,0.05973629280924797,0.050478123128414154,0.04430186748504639
269,0.8979194,0.028025992,0.028795719146728516,0.024091780185699463,0.021167075261473656
270,0.8767515,0.033931486,0.034496381878852844,0.029177747666835785,0.025642946362495422
271,0.30961463,0.31001562,0.3109400272369385,0.03695821017026901,0.03247156739234924
272,0.45368257,0.034105144,0.4573938548564911,0.02917126752436161,0.025647180154919624
273,0.6649345,0.0922858,0.09374724328517914,0.07933145016431808,0.06970101594924927
274,0.09165358,0.09228537,0.09374687820672989,0.6526134014129639,0.06970077753067017
275,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
276,0.421201,0.058663942,0.060241397470235825,0.050428736954927444,0.4094649851322174
277,0.30617324,0.043239493,0.5811442732810974,0.03696540370583534,0.03247759863734245
278,0.84390604,0.04299234,0.04367319494485855,0.03695742040872574,0.03247097507119179
279,0.091651864,0.09228365,0.6670349836349487,0.07932980358600616,0.06969967484474182
280,0.8437742,0.043074828,0.04372330754995346,0.0369570218026638,0.032470639795064926
281,0.91318,0.023963394,0.02426988258957863,0.020518328994512558,0.018068360164761543
282,0.09165567,0.09228745,0.6670219898223877,0.07933279871940613,0.06970211863517761
283,0.84357285,0.04314244,0.04384452849626541,0.03696385771036148,0.03247631713747978
284,0.898229,0.028023766,0.0284854918718338,0.024096142500638962,0.021165601909160614
285,0.0916529,0.66556996,0.0937461405992508,0.07933062314987183,0.06970034539699554
286,0.09165207,0.09296406,0.09374527633190155,0.6518579721450806,0.06978060305118561
287,0.058255073,0.05865664,0.05958553031086922,0.7792007923126221,0.044301968067884445
288,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
289,0.042697668,0.84408605,0.043672844767570496,0.03705482557415962,0.0324886180460453
290,0.05825681,0.7874283,0.05958735942840576,0.05042438581585884,0.044303108006715775
291,0.042698044,0.84420025,0.043673235923051834,0.036957450211048126,0.03247099742293358
292,0.19570075,0.32056004,0.445173978805542,0.02052035741508007,0.01804485358297825
293,0.42762324,0.01657794,0.016832711175084114,0.37385764718055725,0.16510850191116333
294,0.6648004,0.09228453,0.09388439357280731,0.07933047413825989,0.0697002187371254
295,0.05825681,0.7874283,0.05958735942840576,0.05042438581585884,0.044303108006715775
296,0.42271048,0.42297435,0.059587519615888596,0.0504244863986969,0.04430319741368294
297,0.05825912,0.42324466,0.05958976596593857,0.050426218658685684,0.4084802269935608
298,0.05825681,0.7874283,0.05958735942840576,0.05042438581585884,0.044303108006715775
299,0.05825825,0.05865999,0.7883522510528564,0.050425514578819275,0.044304050505161285
300,0.7860527,0.059450936,0.05959978327155113,0.05057878792285919,0.04431777447462082
301,0.042874847,0.84378546,0.043801452964544296,0.03706296905875206,0.03247527405619621
302,0.6649104,0.09228535,0.09374680370092392,0.07933112233877182,0.06972631067037582
303,0.05826099,0.42337394,0.42363157868385315,0.050427671521902084,0.04430582746863365
304,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
305,0.84384245,0.043057777,0.04367244616150856,0.036956850439310074,0.032470498234033585
306,0.033698194,0.87674934,0.034747280180454254,0.029167598113417625,0.025637606158852577
307,0.09165291,0.66556996,0.0937461405992508,0.07933062314987183,0.06970034539699554
308,0.09165207,0.09296908,0.09374527633190155,0.6518529057502747,0.0697806254029274
309,0.058255065,0.058656637,0.05958552658557892,0.7792007923126221,0.04430196061730385
310,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
311,0.043012016,0.8437735,0.04367341473698616,0.03705211728811264,0.032488975673913956
312,0.058255702,0.78738505,0.05958620086312294,0.05047062784433365,0.044302381575107574
313,0.020705024,0.9243824,0.021305983886122704,0.017905812710523605,0.015700798481702805
314,0.40845263,0.30171084,0.25128069519996643,0.02051938697695732,0.018036440014839172
315,0.058261186,0.059257567,0.3500533401966095,0.4881218671798706,0.04430600628256798
316,0.04269883,0.57717997,0.043674055486917496,0.03699219599366188,0.299454927444458
317,0.01843142,0.25286725,0.698911190032959,0.015878843143582344,0.013911258429288864
318,0.4217605,0.05865976,0.06020361930131912,0.41502976417541504,0.04434642568230629
319,0.37743628,0.0239408,0.560077428817749,0.02051813155412674,0.018027331680059433
320,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
321,0.023733914,0.02414515,0.02424820512533188,0.9098443984985352,0.01802833564579487
322,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
323,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
324,0.09165788,0.6655527,0.09375133365392685,0.07933453470468521,0.06970355659723282
325,0.034057375,0.033930626,0.03462524712085724,0.6613066792488098,0.23608002066612244
326,0.028391514,0.028199067,0.02854459173977375,0.8936982154846191,0.021166611462831497
327,0.13216056,0.015037148,0.015380553901195526,0.8261051177978516,0.01131665799766779
328,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
329,0.058403235,0.78690743,0.05983039736747742,0.050556495785713196,0.04430244863033295
330,0.023897305,0.73145306,0.024415278807282448,0.20220191776752472,0.01803242415189743
331,0.033926122,0.65543514,0.2558433711528778,0.029168134555220604,0.025627242401242256
332,0.5760801,0.043400753,0.31093424558639526,0.03699427470564842,0.0325905978679657
333,0.0916529,0.66556996,0.0937461405992508,0.07933062314987183,0.06970034539699554
334,0.091652796,0.0922846,0.09374602884054184,0.07933054119348526,0.6429860591888428
335,0.034008812,0.8764311,0.034748394042253494,0.02918257936835289,0.02562914788722992
336,0.66450375,0.09270871,0.09375054389238358,0.07933390885591507,0.06970304995775223
337,0.058981847,0.7867005,0.05958854407072067,0.05042527988553047,0.04430384561419487
338,0.09165208,0.09297184,0.09374528378248215,0.651850163936615,0.06978064775466919
339,0.058255065,0.058656637,0.05958552658557892,0.7792007923126221,0.04430196061730385
340,0.21478721,0.21626781,0.21969260275363922,0.18591035902500153,0.16334204375743866
